,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,image_url,state,lat,long,posting_date
240167,7316949357,outer banks,0,2013.0,ford,fusion,good,4 cylinders,gas,124625.0,clean,automatic,fwd,full-size,sedan,black,https://images.craigslist.org/00v0v_jWgE0Z0C6wKz_0CI0t2_600x450.jpg,nc,36.011057,-78.518349,2021-05-04T17:15:56-0400
54381,7316854728,san diego,1650,1989.0,volvo,740,excellent,4 cylinders,gas,170000.0,clean,automatic,rwd,sub-compact,sedan,silver,https://images.craigslist.org/00h0h_39A630rJuPjz_0CI0t2_600x450.jpg,ca,32.6084,-117.0565,2021-05-04T11:33:09-0700
172070,7303670890,lexington,15500,2017.0,toyota,corolla se,like new,4 cylinders,gas,32000.0,clean,automatic,fwd,full-size,sedan,white,https://images.craigslist.org/00h0h_doi1xmDXx6p_0uY0hq_600x450.jpg,ky,38.0413,-84.7287,2021-04-08T11:55:57-0400
19586,7313754775,little rock,15200,2017.0,chevrolet,malibu,like new,4 cylinders,gas,37500.0,clean,automatic,fwd,full-size,sedan,blue,https://images.craigslist.org/00a0a_cb1DrAfbO1ez_0ak07K_600x450.jpg,ar,34.722232,-92.407667,2021-04-28T07:33:46-0500
93438,7303236319,daytona beach,0,2013.0,kia,soul,good,4 cylinders,gas,110000.0,clean,automatic,fwd,mid-size,wagon,green,https://images.craigslist.org/01616_fe5wIr2iD00z_0CI0iP_600x450.jpg,fl,28.938737,-81.298904,2021-04-07T14:11:27-0400
380738,7314991995,san antonio,8950,2012.0,ford,explorer,excellent,4 cylinders,gas,193000.0,clean,automatic,fwd,full-size,SUV,red,https://images.craigslist.org/00B0B_l6RPULXdVjcz_0CI0t2_600x450.jpg,tx,29.531098,-98.445042,2021-04-30T15:08:59-0500
6432,7310552225,anchorage / mat-su,24999,2017.0,toyota,rav 4 le,excellent,4 cylinders,gas,47242.0,clean,automatic,4wd,mid-size,SUV,white,https://images.craigslist.org/00i0i_cMAkkudi147z_0CI0t2_600x450.jpg,ak,61.166353,-149.847206,2021-04-21T13:06:01-0800
290347,7311945196,cincinnati,21950,2018.0,honda,civic ex,like new,4 cylinders,gas,5000.0,rebuilt,automatic,fwd,compact,sedan,grey,https://images.craigslist.org/01616_lnEJgvLOnDE_0CI0t2_600x450.jpg,oh,39.3402,-84.3998,2021-04-24T13:26:06-0400
47761,7305867821,redding,9999,2004.0,ford,f-150,excellent,8 cylinders,gas,254252.0,clean,automatic,4wd,full-size,pickup,black,https://images.craigslist.org/00p0p_86i4AmAWeFoz_09G07g_600x450.jpg,ca,38.608933,-121.430188,2021-04-12T14:18:42-0700
368932,7316798357,dallas / fort worth,43500,2017.0,ford,f-350 dually diesel,good,8 cylinders,diesel,152838.0,clean,automatic,rwd,full-size,pickup,white,https://images.craigslist.org/00j0j_gSDSztAWPQ9z_0jm0ew_600x450.jpg,tx,32.54808,-97.137475,2021-05-04T12:06:18-0500
286108,7304175708,grand forks,30990,2015.0,chevrolet,suburban ltz 4x4,excellent,8 cylinders,gas,128957.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00c0c_ljqvlyAGldhz_0CI0t2_600x450.jpg,nd,47.920244,-97.044974,2021-04-09T10:37:48-0500
417981,7302230045,green bay,29997,2016.0,ford,transit t250 cargo van,excellent,6 cylinders,gas,76085.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/00h0h_1Tqz6gA6PQ9z_0kE0fu_600x450.jpg,wi,44.472925,-88.071092,2021-04-05T14:20:13-0500
317879,7310889616,eugene,10995,2014.0,kia,sorento lx suv,good,4 cylinders,gas,121798.0,clean,automatic,4wd,full-size,SUV,purple,https://images.craigslist.org/00f0f_hKxViz8O8kCz_0cU08B_600x450.jpg,or,44.053446,-123.118752,2021-04-22T09:27:12-0700
299164,7307852356,dayton / springfield,3500,2009.0,saturn,vue,good,6 cylinders,gas,177000.0,clean,automatic,fwd,mid-size,SUV,white,https://images.craigslist.org/00x0x_4BxVHEwTuxlz_0CI0lM_600x450.jpg,oh,39.7821,-84.2373,2021-04-16T14:38:51-0400
13560,7305796794,show low,7000,1966.0,ford,f250,good,8 cylinders,gas,55000.0,clean,manual,rwd,full-size,truck,brown,https://images.craigslist.org/00w0w_fKYSLoDT9Z5z_0CI0t2_600x450.jpg,az,34.163418,-109.994842,2021-04-12T12:23:47-0700
262445,7309252451,las cruces,0,2008.0,chevrolet,silverado,excellent,8 cylinders,gas,116149.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00q0q_7khCexeGdzFz_0yQ0ne_600x450.jpg,nm,32.307422,-106.770888,2021-04-19T09:24:11-0600
209475,7314822476,southwest michigan,4900,2008.0,ford,f-350 super duty,good,8 cylinders,gas,124000.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/00P0P_fbYq1CkMfEKz_0CI0t2_600x450.jpg,mi,42.1086,-86.4234,2021-04-30T11:29:54-0400
367266,7306188767,college station,4680,2005.0,chevrolet,malibu,good,6 cylinders,gas,148694.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00y0y_fJ5ViMNcM1Lz_0pO0jm_600x450.jpg,tx,30.660193,-96.370826,2021-04-13T11:06:19-0500
100002,7309328072,jacksonville,48695,2019.0,ram,1500 sport 4x4,like new,8 cylinders,gas,33289.0,clean,automatic,4wd,full-size,truck,blue,https://images.craigslist.org/00000_5zajYFH0Ggxz_0CI0t2_600x450.jpg,fl,30.207288,-81.738969,2021-04-19T13:08:28-0400
95858,7308394659,ft myers / SW florida,22600,2012.0,ford,f-150 xlt 4x4,excellent,6 cylinders,gas,98549.0,clean,automatic,4wd,full-size,pickup,silver,https://images.craigslist.org/00z0z_eL3AMqe8EdZz_0gw0co_600x450.jpg,fl,27.234099,-80.829894,2021-04-17T14:53:34-0400
222759,7306600033,springfield,3995,2001.0,ford,escape 4x4,excellent,6 cylinders,gas,153468.0,clean,automatic,4wd,mid-size,SUV,red,https://images.craigslist.org/00202_7CUNq0nUWItz_0CI0t2_600x450.jpg,mo,37.2581,-93.3437,2021-04-14T07:53:58-0500
165241,7314749889,"kansas city, MO",7000,2009.0,mercedes-benz,benz e350 4matic,excellent,6 cylinders,gas,138460.0,clean,automatic,4wd,full-size,sedan,black,https://images.craigslist.org/00M0M_7vT4v7MpOjz_0CI0sb_600x450.jpg,ks,39.1157,-94.6271,2021-04-30T08:09:47-0500
299522,7304623308,dayton / springfield,0,2012.0,jeep,wrangler,excellent,6 cylinders,gas,49421.0,clean,automatic,4wd,compact,SUV,black,https://images.craigslist.org/00n0n_3eJNAvcpX8Sz_0ak07K_600x450.jpg,oh,39.28685,-84.46832,2021-04-10T09:34:16-0400
261084,7312069746,albuquerque,11900,2017.0,ford,escape se awd,good,4 cylinders,gas,137000.0,clean,automatic,4wd,mid-size,SUV,red,https://images.craigslist.org/00T0T_kCitEC5vr6pz_0CI0t2_600x450.jpg,nm,35.077182,-106.580936,2021-04-24T14:54:05-0600
282621,7311762356,watertown,9495,2007.0,ford,mustang,excellent,8 cylinders,gas,113000.0,clean,automatic,rwd,full-size,coupe,black,https://images.craigslist.org/00v0v_9tZUePJuQ8Az_0wU0oG_600x450.jpg,ny,43.487652,-75.331535,2021-04-24T05:44:23-0400
186777,7315218397,boston,0,2014.0,jeep,grand cherokee limited 4x4,new,6 cylinders,gas,150.0,clean,automatic,4wd,full-size,SUV,green,https://images.craigslist.org/00Y0Y_3j8dVQA5qd7_0cU09G_600x450.jpg,ma,42.7792,-71.1095,2021-05-01T07:22:16-0400
191410,7304099255,western massachusetts,4999,2009.0,hyundai,sonata se,good,6 cylinders,gas,100000.0,clean,automatic,fwd,full-size,sedan,white,https://images.craigslist.org/00S0S_9el5f6G0yd0_0CI0t2_600x450.jpg,ma,42.158708,-72.503818,2021-04-09T09:24:35-0400
307757,7303480369,texoma,20800,2014.0,chevrolet,silverado 1500 work tr,excellent,6 cylinders,gas,70300.0,clean,automatic,rwd,full-size,truck,silver,https://images.craigslist.org/00k0k_atywY7VDhExz_09G07g_600x450.jpg,ok,34.1566,-97.1792,2021-04-07T21:41:48-0500
279221,7310113459,rochester,4000,2010.0,hyundai,elantra gls,excellent,4 cylinders,gas,110000.0,clean,automatic,fwd,compact,sedan,blue,https://images.craigslist.org/00O0O_d4gO4KDVNXSz_03w02U_600x450.jpg,ny,43.128439,-77.56683,2021-04-20T19:51:16-0400
5157,7316028129,anchorage / mat-su,23999,2018.0,toyota,rav4,like new,4 cylinders,gas,12500.0,clean,automatic,4wd,compact,SUV,blue,https://images.craigslist.org/00a0a_aELignjTJkkz_0CI0t2_600x450.jpg,ak,61.1901,-149.9361,2021-05-02T17:18:20-0800
346052,7305907189,columbia,1200,2005.0,honda,pilot,fair,4 cylinders,gas,231783.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00f0f_P8TB7dH51bz_0t20CI_600x450.jpg,sc,34.0479,-81.1101,2021-04-12T18:34:53-0400
131103,7316196271,boise,0,2017.0,ford,f-150 xlt crewcab 4x4,excellent,8 cylinders,gas,89465.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/01313_8UNIUVns6Poz_0cU09G_600x450.jpg,id,43.634,-116.3419,2021-05-03T08:56:09-0600
160489,7315277203,omaha / council bluffs,8200,2003.0,toyota,tundra,excellent,8 cylinders,gas,240000.0,clean,automatic,4wd,full-size,truck,red,https://images.craigslist.org/01313_2la6NJYUhSuz_0CI0i5_600x450.jpg,ia,41.2075,-96.1147,2021-05-01T09:24:11-0500
320186,7307964304,medford-ashland,6499,2008.0,hyundai,sonata,excellent,4 cylinders,gas,104000.0,clean,manual,fwd,mid-size,sedan,blue,https://images.craigslist.org/00l0l_4KctFSC3aBaz_09G07g_600x450.jpg,or,42.337607,-122.880052,2021-04-16T14:46:34-0700
351091,7311167736,sioux falls / SE SD,9000,2015.0,ford,fusion,good,4 cylinders,gas,108570.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00H0H_dCVobcyvfVEz_0jm0ew_600x450.jpg,sd,42.492721,-96.409766,2021-04-22T20:19:11-0500
47750,7305869610,redding,9999,2014.0,volkswagen,cc,excellent,4 cylinders,gas,122842.0,clean,automatic,fwd,compact,sedan,white,https://images.craigslist.org/00F0F_Ihd0cT6nJqz_09G07g_600x450.jpg,ca,38.608933,-121.430188,2021-04-12T14:21:52-0700
88063,7316940689,"washington, DC",18895,2014.0,toyota,sienna xle,like new,6 cylinders,gas,77795.0,clean,automatic,fwd,full-size,mini-van,grey,https://images.craigslist.org/00l0l_kYrQp7s0CqLz_0CI0t2_600x450.jpg,dc,38.788807,-77.449107,2021-05-04T17:00:10-0400
60443,7302485455,santa maria,25000,2018.0,honda,accord sport 2.0t,excellent,4 cylinders,gas,23000.0,clean,manual,fwd,full-size,sedan,white,https://images.craigslist.org/00m0m_2ZrdrUdLoioz_0ne0ca_600x450.jpg,ca,34.936662,-120.234777,2021-04-06T02:03:38-0700
337822,7307505888,pittsburgh,7000,2009.0,toyota,camry,like new,4 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,custom,https://images.craigslist.org/00i0i_fE9wsQq5eHsz_0CI0t2_600x450.jpg,pa,40.262054,-80.17524,2021-04-15T20:36:11-0400
35591,7315553405,los angeles,12500,1978.0,mercedes-benz,280e,good,6 cylinders,gas,185000.0,clean,automatic,rwd,compact,sedan,blue,https://images.craigslist.org/00202_kugEUwYW6Gez_0wg0lx_600x450.jpg,ca,33.7716,-118.148,2021-05-01T15:52:35-0700
252913,7306356928,jersey shore,9950,2006.0,toyota,highlander hybrid limited,excellent,6 cylinders,hybrid,194000.0,clean,automatic,fwd,full-size,SUV,blue,https://images.craigslist.org/00Z0Z_emwLOEMftgRz_0lM0t2_600x450.jpg,nj,40.079759,-74.046636,2021-04-13T16:31:16-0400
375215,7316091237,houston,8900,2008.0,chevrolet,suburban z71,excellent,8 cylinders,gas,91000.0,clean,automatic,rwd,full-size,SUV,black,https://images.craigslist.org/00k0k_4EL5KQhuOETz_0CI0t2_600x450.jpg,tx,29.6622,-95.5627,2021-05-03T02:14:23-0500
92866,7309881591,daytona beach,1,2015.0,audi,a7,excellent,6 cylinders,gas,62627.0,clean,other,4wd,compact,sedan,grey,https://images.craigslist.org/00P0P_hvRwGpeSi6xz_0kE0fu_600x450.jpg,fl,28.466088,-81.396429,2021-04-20T12:59:20-0400
29520,7315654404,imperial county,6000,2004.0,chevrolet,tahoe lt,excellent,8 cylinders,gas,130000.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/01111_kCyay416ANz_0t20CI_600x450.jpg,ca,32.997098,-115.350094,2021-05-01T22:42:35-0700
338389,7316991755,poconos,6000,2004.0,ram,2500,fair,8 cylinders,gas,192000.0,clean,automatic,4wd,full-size,truck,blue,https://images.craigslist.org/00Y0Y_gg1MpwpPsbmz_0CI0t2_600x450.jpg,pa,40.9877,-75.2485,2021-05-04T18:41:34-0400
309996,7306880703,tulsa,3000,1995.0,chevrolet,s10 pickup,fair,6 cylinders,gas,316710.0,clean,automatic,rwd,compact,pickup,silver,https://images.craigslist.org/00909_2Hsd7LLGZ5Mz_0lM0t2_600x450.jpg,ok,35.9908,-95.8143,2021-04-14T15:44:12-0500
261998,7309529544,albuquerque,27995,2017.0,chevrolet,silverado,like new,6 cylinders,gas,21124.0,clean,automatic,rwd,full-size,truck,silver,https://images.craigslist.org/00Z0Z_gY9Qk3KweUTz_0CI0t2_600x450.jpg,nm,35.1104,-106.5781,2021-04-19T16:20:51-0600
155042,7305293957,south bend / michiana,17895,2013.0,bmw,5-series,excellent,6 cylinders,gas,68858.0,clean,automatic,4wd,mid-size,sedan,brown,https://images.craigslist.org/00y0y_bozth5aYy4Rz_09G07g_600x450.jpg,in,41.672666,-86.196093,2021-04-11T15:31:01-0400
101786,7302883337,lakeland,8900,2015.0,nissan,altima,good,4 cylinders,gas,38000.0,rebuilt,automatic,fwd,full-size,sedan,black,https://images.craigslist.org/01414_2iiQdkRtprSz_0t20CI_600x450.jpg,fl,28.0458,-81.9241,2021-04-06T19:12:32-0400
265899,7315259480,binghamton,7800,2014.0,chevrolet,cruze 1lt,excellent,4 cylinders,gas,92902.0,clean,automatic,fwd,mid-size,sedan,blue,https://images.craigslist.org/00r0r_8hjPRXshD4oz_0kE0eG_600x450.jpg,ny,42.101285,-75.926773,2021-05-01T09:46:46-0400
82611,7305765953,western slope,17995,2015.0,chevrolet,camaro ls,excellent,6 cylinders,gas,47958.0,clean,manual,rwd,mid-size,coupe,black,https://images.craigslist.org/00g0g_hSZivnzDcH6z_0gw0co_600x450.jpg,co,38.406741,-107.844286,2021-04-12T12:36:57-0600
13478,7316817696,show low,15729,2015.0,honda,civic,excellent,4 cylinders,gas,59300.0,clean,automatic,fwd,compact,coupe,black,https://images.craigslist.org/00707_6m1MNnPzQIbz_0ww0oo_600x450.jpg,az,34.253329,-110.029381,2021-05-04T10:35:35-0700
29226,7312846009,humboldt county,21995,2018.0,toyota,camry hybrid,excellent,4 cylinders,hybrid,49825.0,clean,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/00T0T_bKQ3PSwPHCRz_0CI0t2_600x450.jpg,ca,40.950426,-124.100962,2021-04-26T09:13:29-0700
296961,7309013798,columbus,1000,2004.0,dodge,dakota,fair,6 cylinders,gas,150000.0,clean,automatic,4wd,full-size,pickup,grey,https://images.craigslist.org/00707_imDKHherUf4z_0t20CI_600x450.jpg,oh,39.943227,-82.963694,2021-04-18T19:54:19-0400
342483,7312700952,rhode island,17995,2013.0,mercedes-benz,benz s550 4matic,excellent,8 cylinders,gas,127213.0,clean,automatic,4wd,full-size,sedan,black,https://images.craigslist.org/00h0h_efeISlcuFBmz_0g80c6_600x450.jpg,ri,41.9099,-72.6029,2021-04-26T06:27:18-0400
43605,7313591936,orange county,11975,2009.0,ford,mustang gt,excellent,8 cylinders,gas,169000.0,clean,manual,rwd,mid-size,coupe,white,https://images.craigslist.org/00505_g6lFLr37P2yz_0kE0fu_600x450.jpg,ca,34.070612,-117.383384,2021-04-27T15:50:49-0700
176719,7309086067,new orleans,6660,1950.0,ford,ratrod,excellent,8 cylinders,gas,666.0,clean,automatic,rwd,mid-size,pickup,black,https://images.craigslist.org/01010_gU0QmJONfUoz_0CI0t2_600x450.jpg,la,29.9168,-89.996,2021-04-18T23:07:31-0500
150568,7315344660,fort wayne,10995,2013.0,hyundai,veloster turbo,excellent,4 cylinders,gas,62893.0,clean,manual,fwd,mid-size,coupe,black,https://images.craigslist.org/00f0f_dMlYDXWvzasz_0CI0t2_600x450.jpg,in,41.117522,-85.168797,2021-05-01T12:25:11-0400
215868,7315401331,minneapolis / st paul,6797,2010.0,volkswagen,cc sport,excellent,4 cylinders,gas,96000.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00y0y_7Y1anfeNPxGz_05a03o_600x450.jpg,mn,44.977768,-93.283882,2021-05-01T12:57:39-0500
238198,7305969761,greensboro,3700,2007.0,toyota,prius hybrid,good,4 cylinders,hybrid,191913.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00u0u_cExTbCslVf6z_0ak07K_600x450.jpg,nc,36.061785,-79.840209,2021-04-12T21:03:13-0400
98280,7315457005,jacksonville,5290,2003.0,ford,ranger xlt,good,6 cylinders,gas,130232.0,clean,automatic,rwd,mid-size,truck,silver,https://images.craigslist.org/00k0k_gyGk6DtnGqJz_0CI0hq_600x450.jpg,fl,30.228815,-81.718884,2021-05-01T15:32:34-0400
251822,7306913252,central NJ,22990,2016.0,ford,econoline commercial cutaway,good,8 cylinders,gas,181410.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00p0p_e62x3dOniKDz_0kE0fu_600x450.jpg,nj,40.468785,-74.281707,2021-04-14T17:42:16-0400
398120,7314915451,roanoke,6000,2009.0,honda,civic hybrid,good,4 cylinders,gas,165968.0,clean,automatic,fwd,compact,sedan,blue,https://images.craigslist.org/00s0s_2LQtaUbQDaTz_0CI0t2_600x450.jpg,va,37.2327,-79.9463,2021-04-30T14:00:32-0400
289204,7316843632,cincinnati,13988,2011.0,chevrolet,tahoe,good,8 cylinders,gas,160302.0,clean,automatic,4wd,full-size,SUV,custom,https://images.craigslist.org/00j0j_95dFZF03lWVz_0cU09G_600x450.jpg,oh,38.941178,-84.394837,2021-05-04T14:15:47-0400
397814,7302600407,richmond,11995,2004.0,ford,f150 supercab xlt 4x4,good,8 cylinders,gas,150181.0,clean,automatic,4wd,full-size,truck,grey,https://images.craigslist.org/00t0t_bgDcd8swaPdz_0ak07K_600x450.jpg,va,37.471588,-77.525539,2021-04-06T11:16:52-0400
349982,7305627004,myrtle beach,45900,1938.0,cadillac,lasalle,excellent,8 cylinders,gas,0.0,clean,manual,rwd,full-size,convertible,black,https://images.craigslist.org/00B0B_dgPICAVpcTmz_0lM0CI_600x450.jpg,sc,33.7377,-78.9787,2021-04-12T11:14:04-0400
266883,7313551061,buffalo,17500,1974.0,mercury,montego mx,like new,8 cylinders,gas,24394.0,clean,automatic,rwd,mid-size,coupe,green,https://images.craigslist.org/00202_1Hrfg9smid3z_0wM0ms_600x450.jpg,ny,43.0498,-78.851,2021-04-27T17:24:31-0400
134448,7302277223,east idaho,11500,2013.0,volkswagen,tiguan sel awd,excellent,4 cylinders,gas,110620.0,clean,automatic,4wd,mid-size,SUV,white,https://images.craigslist.org/00r0r_ksvU3eLMhCgz_0CI0t2_600x450.jpg,id,43.443361,-112.076257,2021-04-05T14:37:14-0600
177418,7312150587,shreveport,2595,2003.0,ford,f-150,excellent,8 cylinders,gas,149055.0,clean,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00B0B_cExv8yHrBtJz_09G07g_600x450.jpg,la,32.4945,-93.7727,2021-04-24T18:54:50-0500
11611,7316196417,phoenix,11500,2015.0,honda,civic lx,excellent,4 cylinders,gas,80321.0,clean,automatic,fwd,mid-size,sedan,blue,https://images.craigslist.org/00J0J_WVQrXFLdndz_07K05O_600x450.jpg,az,33.407907,-111.842433,2021-05-03T07:56:23-0700
305889,7311606564,oklahoma city,9995,2014.0,mitsubishi,outlander,excellent,6 cylinders,gas,122000.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/01616_7AMxCVSXuv2z_0jm0ew_600x450.jpg,ok,35.364993,-97.502096,2021-04-23T17:06:59-0500
44613,7312777539,palm springs,5400,2010.0,chrysler,town and country,good,6 cylinders,gas,227000.0,clean,automatic,rwd,mid-size,mini-van,white,https://images.craigslist.org/00z0z_etCaI5KbpVWz_0CI0pO_600x450.jpg,ca,33.7207,-116.2168,2021-04-26T07:25:29-0700
277513,7314731574,new york city,9900,2014.0,ford,transit connect cargo van,excellent,4 cylinders,gas,68000.0,clean,automatic,fwd,full-size,van,white,https://images.craigslist.org/00X0X_euoVs3qAm0fz_0CI0t2_600x450.jpg,ny,40.5973,-74.0768,2021-04-30T08:12:08-0400
189796,7315942569,western massachusetts,14990,2009.0,ford,f150 lariat supercab,excellent,8 cylinders,gas,121019.0,clean,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00R0R_fnVVGzqd7CDz_0x20oM_600x450.jpg,ma,42.08521,-72.619828,2021-05-02T17:32:35-0400
17265,7315498230,fayetteville,9300,2015.0,honda,civic lx,like new,4 cylinders,gas,61000.0,rebuilt,automatic,fwd,full-size,sedan,blue,https://images.craigslist.org/01414_hygvc0Dd5MEz_0CI0t2_600x450.jpg,ar,36.3169,-94.1545,2021-05-01T15:49:51-0500
292429,7315415138,cleveland,2750,2005.0,jeep,liberty 4x4,salvage,4 cylinders,gas,250000.0,clean,automatic,4wd,full-size,SUV,blue,https://images.craigslist.org/00e0e_IyIoqXQif6z_1320MM_600x450.jpg,oh,41.4105,-81.5603,2021-05-01T14:20:01-0400
388831,7304167784,vermont,47900,2017.0,ford,f-250 super duty,excellent,8 cylinders,gas,21337.0,clean,automatic,4wd,full-size,truck,black,https://images.craigslist.org/01717_f8MiCEgWRGZz_0ak07K_600x450.jpg,vt,42.88194,-73.68477,2021-04-09T11:25:28-0400
276213,7315749400,new york city,12600,2012.0,toyota,camry hybrid,excellent,4 cylinders,hybrid,77000.0,clean,automatic,fwd,mid-size,sedan,grey,https://images.craigslist.org/01717_lEZ8XycvBEdz_0t20CI_600x450.jpg,ny,40.814,-73.627,2021-05-02T11:06:09-0400
108717,7314100224,sarasota-bradenton,22500,2009.0,bmw,z4 sdrive35is,excellent,6 cylinders,gas,63500.0,clean,manual,rwd,compact,convertible,red,https://images.craigslist.org/00B0B_d6pplRludUBz_0CI0t2_600x450.jpg,fl,27.5057,-82.4124,2021-04-28T19:11:15-0400
407160,7317070815,seattle-tacoma,22995,2012.0,mercedes-benz,sprinter,excellent,6 cylinders,diesel,186000.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00h0h_4haX4wBCqBvz_0ak07K_600x450.jpg,wa,47.440591,-122.220413,2021-05-04T19:09:51-0700
423421,7313313336,milwaukee,6499,2012.0,toyota,prius,good,4 cylinders,hybrid,111125.0,clean,automatic,fwd,mid-size,hatchback,white,https://images.craigslist.org/00505_eBNgDVUz6Kxz_0ew0jm_600x450.jpg,wi,42.076158,-87.859726,2021-04-27T09:50:18-0500
367624,7313424444,corpus christi,19500,1992.0,dodge,d250,good,6 cylinders,diesel,250000.0,clean,manual,rwd,full-size,pickup,blue,https://images.craigslist.org/00p0p_cwr4ioeVQqrz_0CI0t2_600x450.jpg,tx,27.8458,-97.596,2021-04-27T12:48:08-0500
283286,7316202768,new hampshire,8950,2008.0,nissan,armada se,excellent,8 cylinders,gas,135000.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/00L0L_9F6qLJwBqaez_0CI0t2_600x450.jpg,nh,42.7846,-71.2176,2021-05-03T11:05:57-0400
289222,7316799003,cincinnati,15200,2014.0,cadillac,ats,excellent,4 cylinders,gas,47340.0,clean,automatic,rwd,mid-size,sedan,black,https://images.craigslist.org/00k0k_7t7tiGxjQVaz_0ak07K_600x450.jpg,oh,39.4293,-84.1735,2021-05-04T13:07:22-0400
